brand,model,year,body_type,transmission,fuel_type,kilometers,color,seats,interior,payment_option,area,city,date_posted_category,price
Mitsubishi,Eclipse,2025.0,Other,Automatic,Benzine,115500.0,Red,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,This week,1650000
Renault,Megane,2006.0,Sedan,Automatic,Benzine,200000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,300000
Chevrolet,Lanos,2012.0,Sedan,Manual,Benzine,267311.0,Silver,5.0,Full Leather,Cash,1st Settlement,New Cairo,This week,315000
Mercedes-Benz,GLE-Class,2023.0,SUV,Automatic,Benzine,45000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,5600000
Speranza,A213,2008.0,Sedan,Manual,Benzine,211000.0,Silver,4.0,Part Leather,Cash,Haram,Giza,Less than a day,170000
Mercedes-Benz,C180,2019.0,Sedan,Automatic,Benzine,60000.0,Blue- Navy Blue,5.0,Full Leather,Cash,5th Settlement,New Cairo,This week,2800000
Hyundai,Tucson,2020.0,Hatchback,Automatic,Benzine,12000.0,Gray,5.0,Cloth,Cash,1st Settlement,New Cairo,Older than a week,1490000
MINI,Cooper,2017.0,Sports / Coupe,Automatic,Benzine,180000.0,Red,4.0,Part Leather,Cash,Sheikh Zayed,Giza,Older than a week,1100000
Opel,Insignia,2016.0,Sedan,Automatic,Benzine,130000.0,Brown,5.0,Full Leather,Cash,Degla,Maadi,Older than a week,850000
Tesla,Model Y,2021.0,Sports / Coupe,Automatic,Electric,50000.0,White,5.0,Full Leather,Cash,New Damietta,Damietta,This week,2000000
Hyundai,IX35,2015.0,SUV,Automatic,Benzine,200000.0,White,5.0,Part Leather,Cash,Obour City,Cairo,This week,1000000
Fiat,Siena,2008.0,Sedan,Manual,Benzine,120.0,Blue- Navy Blue,4.0,Cloth,Cash,Mashtool al-Souk,Sharqia,This week,160000
BMW,Z4,2022.0,Convertible,Automatic,Benzine,5000.0,White,5.0,Full Leather,Cash,Sheikh Zayed,Giza,Older than a week,3550000
Chevrolet,N200,2011.0,Sedan,Manual,Benzine,160000.0,Red,5.0,Full Leather,Cash,Baltim,Kafr al-Sheikh,Older than a week,160000
Peugeot,508,2015.0,Sedan,Automatic,Benzine,167000.0,Black,5.0,Part Leather,Cash,Beverly Hills Compound,Sheikh Zayed,Older than a week,760000
Nissan,Sunny,2008.0,Sedan,Manual,Benzine,235.0,Beige,5.0,Full Leather,Cash,6th of October,Giza,This week,410000
Kia,Cerato,2019.0,Sedan,Automatic,Benzine,166000.0,Silver,4.0,Other,Cash,Nasr City,Cairo,Less than a day,950000
Chevrolet,Optra,2026.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,800000
Mercedes-Benz,S500,2022.0,Sedan,Automatic,Benzine,2880.0,Gray,5.0,Full Leather,Cash,Sheikh Zayed,Giza,Older than a week,9750000
BMW,X3,2013.0,Hatchback,Automatic,Benzine,198000.0,Blue- Navy Blue,4.0,Full Leather,Cash,Uptown Cairo,Mokattam,Older than a week,1200000
Toyota,Corolla,2006.0,Sedan,Automatic,Benzine,124000.0,Black,5.0,Cloth,Cash,8th District,Nasr City,This week,770000
Nissan,Juke,2013.0,Hatchback,Automatic,Benzine,225000.0,Red,5.0,Full Leather,Cash,Shebin al-Koum,Monufia,Less than a day,615000
MG,MG 6,2023.0,Sedan,Automatic,Benzine,19000.0,Black,4.0,Full Leather,Cash,Abu Qir,Alexandria,This week,1080000
Kia,Sephia,1999.0,Sedan,Automatic,Benzine,85000.0,Black,5.0,Full Leather,Cash,Mansura,Dakahlia,Older than a week,180000
Fiat,128 Nova,1997.0,Small city car,Manual,Benzine,101.0,Blue- Navy Blue,5.0,Full Leather,Cash,Koum al-Dikka,Alexandria,Less than a day,70000
Mitsubishi,Lancer,2016.0,Sedan,Automatic,Benzine,140000.0,Silver,5.0,Full Leather,Cash,Arbaeen,Suez,Older than a week,685000
Chevrolet,Optra,2010.0,Sedan,Manual,Benzine,85000.0,Red,5.0,Other,Cash,5th Settlement,New Cairo,Less than a day,370000
Speranza,A516,2009.0,Sedan,Manual,Benzine,250000.0,White,5.0,Full Leather,Cash,Warraq,Giza,Older than a week,180000
Ford,Focus,2018.0,Sedan,Automatic,Benzine,110000.0,Red,5.0,Full Leather,Cash,Shubra,Cairo,Less than a day,680000
Chevrolet,Optra,2026.0,Sedan,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,815000
Brilliance,FRV Cross,2015.0,SUV,Automatic,Benzine,208000.0,Silver,4.0,Full Leather,Cash,Camp Caesar,Alexandria,Older than a week,390000
Renault,Sandero,2019.0,Hatchback,Automatic,Benzine,67000.0,Blue- Navy Blue,4.0,Other,Cash,Rehab City Compound,New Cairo,Older than a week,550000
Skoda,Favorit,1994.0,Hatchback,Manual,Benzine,250000.0,Green,4.0,Full Leather,Cash or Installment,Kafr Saqr,Sharqia,Older than a week,70000
Volkswagen,Polo,1999.0,Hatchback,Manual,Benzine,140000.0,Red,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,175000
Chevrolet,Aveo,2010.0,Sedan,Manual,Benzine,300000.0,Black,5.0,Full Leather,Cash,Al Amiriyyah,Cairo,This week,325000
Mitsubishi,Pajero,2022.0,Estate,Automatic,Benzine,40000.0,White,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,3390000
Daewoo,Nubira,2009.0,Sedan,Manual,Benzine,300000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Saft El Laban,Giza,Older than a week,300000
BMW,X6,2010.0,SUV,Automatic,Benzine,320000.0,White,5.0,Full Leather,Cash,W Signature,New Cairo,This week,2000000
Jeep,Cherokee,2022.0,4X4,Automatic,Benzine,33000.0,Gray,5.0,Full Leather,Cash,Zahraa Al Maadi,Cairo,This week,3780000
Mercedes-Benz,GLA 200,2025.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,Less than a day,3700000
Kia,Cerato,2022.0,Sedan,Automatic,Benzine,89000.0,Gray,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,1085000
Lada,Granta,2019.0,Sedan,Manual,Benzine,162000.0,Red,5.0,Full Leather,Cash,Seyouf,Alexandria,Older than a week,310000
Daewoo,Lanos,2001.0,Sedan,Automatic,Benzine,195000.0,Black,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,300000
Toyota,Corolla,1997.0,Sedan,Automatic,Benzine,250.0,Silver,5.0,Full Leather,Cash,Mansura,Dakahlia,This week,270000
Fiat,Shahin,2001.0,Sedan,Manual,Benzine,90000.0,Silver,5.0,Full Leather,Cash,Abasiya,Cairo,Older than a week,95000
Volkswagen,Beetle,1965.0,Small city car,Manual,Benzine,20000.0,Beige,4.0,Full Leather,Cash,1st District,Sheikh Zayed,Older than a week,135000
Mercedes-Benz,E200,2023.0,Sports / Coupe,Automatic,Benzine,18000.0,Gray,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,4000000
Nissan,Qashqai,2019.0,SUV,Automatic,Benzine,190000.0,Gray,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,920000
Mitsubishi,Lancer,2005.0,Sedan,Automatic,Benzine,300000.0,Red,4.0,Full Leather,Cash,6th of October,Giza,Older than a week,360000
Daewoo,Nubira,1999.0,Sedan,Automatic,Benzine,300.0,Silver,4.0,Velour,Cash,Kom Hamadah,Beheira,Older than a week,260000
Jac,J7,2022.0,Hatchback,Automatic,Benzine,60000.0,Red,5.0,Full Leather,Cash,1st Settlement,New Cairo,Less than a day,820000
Renault,Sandero,2020.0,Hatchback,Automatic,Benzine,70500.0,Blue- Navy Blue,5.0,Cloth,Cash,Nasr City,Cairo,Older than a week,579000
Suzuki,Maruti,1999.0,Hatchback,Manual,Benzine,100000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Zagazig,Sharqia,This week,85000
Peugeot,301,2021.0,Sedan,Automatic,Benzine,32000.0,Silver,4.0,Full Leather,Cash,Moneeb,Giza,This week,750000
Chery,Arrizo 5,2021.0,Sedan,Automatic,Benzine,43000.0,Gray,5.0,Full Leather,Cash or Installment,Suez District,Suez,Less than a day,510000
Proton,Gen-2,2015.0,Hatchback,Automatic,Benzine,175000.0,Silver,5.0,Full Leather,Cash,6th of October,Giza,This week,439000
Mitsubishi,Lancer,2013.0,Sedan,Automatic,Benzine,200000.0,Gray,5.0,Full Leather,Cash,Gesr Al Suez,Cairo,Less than a day,560000
Nissan,Sunny,1995.0,Sedan,Automatic,Benzine,193000.0,Burgundy,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,This week,260000
Mercedes-Benz,E200,2024.0,Sedan,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash,Mansura,Dakahlia,Less than a day,5250000
Toyota,Starlet,1990.0,Hatchback,Automatic,Benzine,370000.0,Gray,5.0,Part Leather,Cash,Giza District,Giza,Less than a day,165000
Chevrolet,Pickup/Dababa,2026.0,Pickup,Manual,Diesel,115500.0,White,5.0,Full Leather,Cash or Installment,Marg,Cairo,This week,1735000
Hyundai,Tucson,2020.0,Estate,Automatic,Benzine,39000.0,Silver,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,1450000
Renault,Logan,2015.0,Sedan,Manual,Benzine,110000.0,Red,5.0,Velour,Cash,Zahraa Madinat Nasr,Nasr City,This week,360000
Skoda,Octavia,2022.0,Sedan,Automatic,Benzine,40000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Shubra al-Khaimah,Qalyubia,Older than a week,1400000
Mercedes-Benz,E300,2022.0,Sedan,Automatic,Benzine,8000.0,Black,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,This week,4550000
Opel,Grandland,2022.0,Hatchback,Automatic,Benzine,65000.0,Silver,4.0,Full Leather,Cash,Hurghada,Red Sea,Less than a day,1350000
BMW,318,2011.0,Sedan,Automatic,Benzine,213000.0,Silver,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,800000
BMW,X4,2024.0,SUV,Automatic,Benzine,13000.0,White,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,4200000
Kia,Picanto,2005.0,Hatchback,Manual,Benzine,243000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,275000
Speranza,A516,2008.0,Sedan,Manual,Benzine,200000.0,Gold,5.0,Full Leather,Cash,Helwan,Cairo,Older than a week,235000
Chery,Other,2007.0,Sedan,Automatic,Benzine,155000.0,Black,5.0,Full Leather,Cash,Husseiniya,Sharqia,Older than a week,290000
Brilliance,FRV,2009.0,Hatchback,Manual,Benzine,83000.0,Red,5.0,Full Leather,Cash,GCR Golf City,Obour City,Older than a week,310000
Jeep,Grand Cherokee,2009.0,SUV,Automatic,Benzine,245000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Kafr Abdo,Alexandria,Less than a day,970000
Lada,2107,2006.0,Sedan,Manual,Benzine,1000.0,White,4.0,Full Leather,Cash,Seyouf,Alexandria,This week,110000
Daewoo,Nubira,2005.0,Sedan,Automatic,Natural Gas,200000.0,Green,5.0,Velour,Cash,Ismailia City,Ismailia,This week,225000
Geely,Emgrand 7,2015.0,Sedan,Manual,Benzine,79000.0,Beige,4.0,Full Leather,Cash,Sers al-Lyan,Monufia,Older than a week,500000
Toyota,Yaris,2015.0,Sedan,Automatic,Benzine,135000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Dokki,Giza,This week,650000
Speranza,A620,2010.0,Sedan,Automatic,Benzine,198000.0,Black,5.0,Full Leather,Cash,Abasiya,Cairo,Less than a day,230000
Kia,Sportage,2025.0,SUV,Automatic,Benzine,115500.0,White,5.0,Cloth,Cash or Installment,New Cairo,Cairo,Older than a week,2020000
BMW,316,2015.0,Sedan,Automatic,Benzine,150000.0,Gray,5.0,Full Leather,Cash,Haram,Giza,Older than a week,1100000
Renault,Duster,2020.0,SUV,Automatic,Benzine,210000.0,Brown,5.0,Full Leather,Cash,10th of Ramadan,Sharqia,Older than a week,700000
Mercedes-Benz,C180,2023.0,Sedan,Automatic,Benzine,25000.0,White,5.0,Full Leather,Cash,New Cairo,Cairo,This week,3500000
Mercedes-Benz,C180,2025.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,This week,4000000
Daewoo,Lanos,2003.0,Sedan,Manual,Benzine,250000.0,White,5.0,Full Leather,Cash,Bilbeis,Sharqia,Older than a week,200000
Daewoo,Lanos,2005.0,Sedan,Manual,Benzine,115500.0,Black,2.0,Part Leather,Cash,Qusiya,Asyut,This week,210000
Toyota,Corolla,2008.0,Sedan,Manual,Benzine,440000.0,Silver,5.0,Full Leather,Cash,5th Settlement,New Cairo,Older than a week,520000
BMW,316,1994.0,Sports / Coupe,Manual,Benzine,100000.0,Red,4.0,Cloth,Cash,Laurent,Alexandria,Less than a day,300000
Renault,Duster,2026.0,SUV,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,1225000
Peugeot,508,2022.0,Sedan,Automatic,Benzine,96000.0,Red,5.0,Full Leather,Cash,Zahraa Al Maadi,Cairo,This week,1280000
Hyundai,Verna,2014.0,Sedan,Manual,Benzine,140000.0,Silver,4.0,Full Leather,Cash,Sinbillawain,Dakahlia,This week,350000
Renault,Logan,2009.0,Sedan,Manual,Benzine,317000.0,Red,5.0,Full Leather,Cash,Nasr City,Cairo,Older than a week,240000
Chevrolet,Lanos,2014.0,Sedan,Manual,Benzine,117000.0,Silver,5.0,Full Leather,Cash,Minya al-Qamh,Sharqia,Less than a day,310000
Hyundai,Verna,2011.0,Sedan,Manual,Hybrid,350000.0,Silver,5.0,Full Leather,Cash,Abasiya,Cairo,Less than a day,230000
Renault,Megane,2022.0,Sedan,Automatic,Benzine,74000.0,Red,5.0,Part Leather,Cash,5th Settlement,New Cairo,This week,825000
Nissan,Tiida,2010.0,Sedan,Automatic,Benzine,195000.0,Gold,5.0,Cloth,Cash,1st Settlement,New Cairo,This week,480000
Daihatsu,Charade,2007.0,Sedan,Automatic,Benzine,205000.0,Other Color,5.0,Full Leather,Cash,Helwan,Cairo,Older than a week,300000
Proton,Gen-2,2007.0,Sedan,Manual,Benzine,55.0,Orange,5.0,Full Leather,Cash,Faisal,Giza,Older than a week,320000
Kia,Cerato,2010.0,Sedan,Automatic,Benzine,98000.0,Brown,5.0,Full Leather,Cash,Salam City,Cairo,Older than a week,585000
Opel,Corsa,2003.0,Sedan,Manual,Benzine,277000.0,Green,5.0,Full Leather,Cash,Sheraton,Cairo,Older than a week,200000
Kia,Carens,2010.0,Hatchback,Automatic,Benzine,250000.0,Gray,5.0,Full Leather,Cash,Heliopolis,Cairo,Less than a day,620000
Chevrolet,Aveo,2010.0,Sedan,Manual,Benzine,200.0,Burgundy,5.0,Full Leather,Cash,Moharam Bik,Alexandria,Older than a week,360000
Porsche,Cayenne,2024.0,SUV,Automatic,Benzine,8500.0,Black,5.0,Full Leather,Cash,Swan Lake West,Sheikh Zayed,Older than a week,9400000
Jeep,Grand Cherokee,2020.0,4X4,Automatic,Benzine,19000.0,White,5.0,Full Leather,Cash,Obour City,Cairo,This week,3500000
Opel,Astra,2021.0,Sedan,Automatic,Benzine,90000.0,Silver,5.0,Full Leather,Cash or Installment,Heliopolis,Cairo,This week,760000
Renault,Logan MCV,2010.0,Estate,Automatic,Benzine,146.0,Gray,6.0,Velour,Cash,Shebin al-Koum,Monufia,This week,350000
Mercedes-Benz,CLA 200,2021.0,Sports / Coupe,Automatic,Benzine,81000.0,White,5.0,Part Leather,Cash,Madinaty,Cairo,Older than a week,2250000
Toyota,Corolla,2025.0,Sedan,Automatic,Benzine,115500.0,Brown,5.0,Full Leather,Cash or Installment,Smoha,Alexandria,Less than a day,1625000
Renault,Megane,2021.0,Sedan,Automatic,Benzine,110000.0,White,5.0,Cloth,Cash,Hadayek October,Giza,This week,800000
Jeep,Cherokee,1993.0,4X4,Automatic,Benzine,220000.0,Black,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,This week,400000
BMW,X6,2019.0,SUV,Automatic,Benzine,90000.0,White,5.0,Full Leather,Cash,5th Settlement,New Cairo,Less than a day,3850000
Speranza,A620,2010.0,Sedan,Automatic,Natural Gas,190.0,Silver,4.0,Full Leather,Cash,Warraq,Giza,This week,300000
Kia,Cerato,2012.0,Sedan,Automatic,Benzine,160000.0,Black,5.0,Full Leather,Cash,Markaz Sohag,Sohag,Older than a week,650000
Suzuki,Alto,2020.0,Hatchback,Manual,Benzine,18000.0,White,4.0,Cloth,Cash,Seyouf,Alexandria,This week,360000
Daewoo,Lanos,2007.0,Sedan,Manual,Benzine,200000.0,Black,5.0,Full Leather,Cash,Wadi al-Natrun,Beheira,Older than a week,275000
Fiat,Panda,2017.0,Hatchback,Manual,Benzine,123000.0,White,5.0,Full Leather,Cash,Damietta City,Damietta,Older than a week,410000
Toyota,Corolla,2004.0,Sedan,Manual,Benzine,250000.0,Red,5.0,Part Leather,Cash,El Fostat,Cairo,Less than a day,500000
Mercedes-Benz,GLS,2024.0,SUV,Automatic,Benzine,13400.0,Black,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,Older than a week,9000000
Daihatsu,Gran Max,2011.0,Pickup,Manual,Benzine,275000.0,White,5.0,Other,Cash,Hawamdeya,Giza,Older than a week,275000
Kia,Cerato,2010.0,Sedan,Automatic,Benzine,270000.0,Silver,4.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,610000
Kia,K3,2024.0,Sedan,Automatic,Benzine,24000.0,White,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,1600000
Renault,Kadjar,2025.0,Hatchback,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,890000
Seat,Toledo,2019.0,Sedan,Automatic,Benzine,90000.0,Gray,5.0,Cloth,Cash or Installment,Nasr City,Cairo,This week,780000
Citroen,C3,2003.0,Hatchback,Manual,Benzine,216000.0,Silver,5.0,Full Leather,Cash,Miami,Alexandria,This week,230000
Mercedes-Benz,EQS 450+,2022.0,Sedan,Automatic,Electric,20000.0,Silver,5.0,Full Leather,Exchange,Valeria Maadi,Zahraa Al Maadi,Older than a week,4400000
Proton,Persona,2009.0,Sedan,Automatic,Benzine,260000.0,Silver,5.0,Full Leather,Cash,Degla Palms Compound,6th of October,This week,375000
Daewoo,Lanos,2007.0,Sedan,Manual,Benzine,1.0,Silver,5.0,Full Leather,Cash,Helwan,Cairo,Older than a week,240000
Porsche,Macan,2024.0,4X4,Automatic,Benzine,10000.0,Black,5.0,Full Leather,Cash or Installment,Sheikh Zayed,Giza,This week,5200000
Kia,Sorento,2025.0,SUV,Automatic,Hybrid,6000.0,White,7.0,Full Leather,Cash,3rd Settlement,New Cairo,This week,3050000
Hyundai,Grand I10,2015.0,Estate,Automatic,Benzine,118000.0,Gray,5.0,Cloth,Cash or Installment,8th District,Nasr City,Older than a week,490000
Chevrolet,Captiva,2021.0,SUV,Automatic,Benzine,39000.0,Gray,5.0,Other,Cash,Heliopolis,Cairo,Less than a day,950000
Speranza,A113,2011.0,Hatchback,Manual,Benzine,93000.0,Burgundy,5.0,Cloth,Cash,New Cairo,Cairo,Older than a week,220000
Hyundai,Galloper,1994.0,4X4,Automatic,Diesel,335000.0,Blue- Navy Blue,7.0,Full Leather,Cash,Kilo 21,Agami,Less than a day,330000
Mercedes-Benz,C180,2023.0,Sports / Coupe,Automatic,Benzine,5100.0,Black,2.0,Full Leather,Cash or Installment,Heliopolis,Cairo,Older than a week,3200000
Hyundai,Verna,2015.0,Sedan,Manual,Natural Gas,293000.0,White,5.0,Cloth,Cash,Khosous,Qalyubia,This week,400000
Mercedes-Benz,C180,2024.0,Sedan,Automatic,Benzine,4000.0,Black,5.0,Part Leather,Cash or Installment,Heliopolis,Cairo,This week,3050000
Hyundai,Tucson,2019.0,Hatchback,Automatic,Benzine,100000.0,Silver,5.0,Full Leather,Cash,Waboor Elmayah,Alexandria,Older than a week,1400000
Mitsubishi,Lancer,2001.0,Sedan,Manual,Benzine,1.0,White,5.0,Full Leather,Cash,Damietta City,Damietta,Older than a week,300000
Kia,Cerato,2022.0,Sedan,Automatic,Benzine,48000.0,Red,4.0,Cloth,Cash,Zahraa Al Maadi,Cairo,Older than a week,1150000
Mercedes-Benz,C180,2000.0,Sedan,Automatic,Benzine,500000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,Older than a week,470000
BMW,740,2024.0,Sedan,Automatic,Benzine,115500.0,Blue- Navy Blue,4.0,Full Leather,Cash or Installment,New Cairo,Cairo,Less than a day,7600000
Chevrolet,N300,2020.0,MPV,Manual,Diesel,300000.0,Black,7.0,Full Leather,Cash,Haram Life,6th of October,This week,400030
Mazda,Other,1984.0,Hatchback,Automatic,Benzine,1.0,Burgundy,6.0,Other,Cash or Installment,Seyouf,Alexandria,Older than a week,80000
Hyundai,Tucson,2022.0,Hatchback,Automatic,Benzine,9000.0,Gray,4.0,Cloth,Cash or Installment,Nasr City,Cairo,This week,1620000
Proton,Saga,2022.0,Sedan,Automatic,Benzine,205000.0,Burgundy,5.0,Full Leather,Cash,Nasr City,Cairo,Less than a day,465000
Fiat,128,1987.0,Sedan,Manual,Benzine,110000.0,White,5.0,Full Leather,Cash,Mansura,Dakahlia,Older than a week,59000
Hyundai,Elantra,2021.0,Sedan,Automatic,Benzine,65000.0,White,5.0,Cloth,Cash,Nasr City,Cairo,Older than a week,1175000
Peugeot,Other,1979.0,4X4,Manual,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash,Helwan,Cairo,Less than a day,200000
Chevrolet,Lanos,2011.0,Sedan,Manual,Benzine,400000.0,Silver,4.0,Full Leather,Cash,Abu Qir,Alexandria,Less than a day,260000
Seat,Ateca,2025.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash,New Cairo,Cairo,Less than a day,1895000
Daewoo,Matiz,1999.0,Hatchback,Manual,Benzine,250.0,Gold,5.0,Full Leather,Cash,Ismailia City,Ismailia,This week,130000
Nissan,Sunny,2007.0,Sedan,Automatic,Benzine,243000.0,White,5.0,Full Leather,Cash,Hadayek al-Ahram,Giza,Older than a week,250000
Mercedes-Benz,GLC 300,2025.0,Sports / Coupe,Automatic,Benzine,115500.0,Black,5.0,Full Leather,Cash or Installment,New Cairo,Cairo,Older than a week,5900000
Daihatsu,Terios,1999.0,4X4,Automatic,Benzine,196810.0,Silver,5.0,Cloth,Cash,Zahraa Al Maadi,Cairo,Older than a week,275000
Nissan,Juke,2013.0,Estate,Automatic,Benzine,160000.0,Black,4.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,620000
Mercedes-Benz,E63,2021.0,Sports / Coupe,Automatic,Benzine,14500.0,White,4.0,Full Leather,Cash,Mohandessin,Giza,Less than a day,6250000
Peugeot,405,1994.0,Sedan,Manual,Benzine,220000.0,White,5.0,Full Leather,Cash,Abasiya,Cairo,Older than a week,150000
Toyota,Corolla,2025.0,Sedan,Automatic,Benzine,115500.0,White,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,1460000
BYD,S5,2020.0,Hatchback,Automatic,Benzine,210000.0,Blue- Navy Blue,4.0,Full Leather,Cash,Hadayek al-Kobba,Cairo,Older than a week,570000
Fiat,128,1989.0,Other,Manual,Benzine,1.0,White,5.0,Full Leather,Cash,Asyut City,Asyut,Older than a week,55000
Renault,Logan,2009.0,Sedan,Manual,Benzine,214.0,Blue- Navy Blue,5.0,Part Leather,Cash,Moneeb,Giza,Older than a week,185000
Kia,Carens,2011.0,Estate,Automatic,Benzine,230000.0,Black,5.0,Full Leather,Cash or Installment,Al Ibrahimiyyah,Alexandria,Older than a week,545000
Mazda,323,1982.0,Sedan,Manual,Benzine,500000.0,Blue- Navy Blue,5.0,Full Leather,Cash,Fayed,Ismailia,This week,100000
Suzuki,Van,2019.0,Van / Bus,Manual,Benzine,37000.0,White,2.0,Full Leather,Cash,6th of October,Giza,Older than a week,340000
Renault,Duster,2012.0,Hatchback,Manual,Benzine,100000.0,Beige,5.0,Full Leather,Cash,Fleming,Alexandria,Less than a day,560000
MINI,Coupe,2019.0,Hatchback,Automatic,Diesel,37000.0,Red,5.0,Full Leather,Cash,Downtown Cairo,Cairo,Older than a week,1500000
Mercedes-Benz,C200,2025.0,Sedan,Automatic,Benzine,115500.0,White,4.0,Full Leather,Cash,New Cairo,Cairo,This week,4550000
BMW,520,2019.0,Sedan,Automatic,Benzine,115000.0,Gray,5.0,Full Leather,Installments,5th Settlement,New Cairo,Older than a week,2300000
Kia,Rio,2002.0,Sedan,Manual,Benzine,175000.0,Black,5.0,Full Leather,Cash,Heliopolis,Cairo,This week,215000
Volkswagen,Passat,2013.0,Sedan,Automatic,Benzine,215000.0,Blue- Navy Blue,5.0,Full Leather,Cash,6th of October,Giza,Older than a week,680000
Cupra,Formentor,2024.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Part Leather,Cash,5th Settlement,New Cairo,This week,2450000
BYD,F3,2013.0,Sedan,Manual,Benzine,225000.0,Silver,4.0,Full Leather,Cash,Maadi,Cairo,Less than a day,320000
Other make,Other,2026.0,SUV,Automatic,Benzine,115500.0,Blue- Navy Blue,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,This week,950000
Toyota,Corolla,1992.0,Hatchback,Manual,Benzine,315000.0,Blue- Navy Blue,5.0,Full Leather,Cash,1st Settlement,New Cairo,Less than a day,230000
Jetour,T2,2025.0,SUV,Automatic,Benzine,115500.0,Gray,5.0,Full Leather,Cash or Installment,Nasr City,Cairo,Older than a week,2180000
Mercedes-Benz,EQE 500,2024.0,SUV,Manual,Electric,6000.0,Black,5.0,Full Leather,Cash,New Cairo,Cairo,Older than a week,3650000
Mercedes-Benz,E200,2021.0,Sports / Coupe,Automatic,Benzine,57000.0,White,4.0,Full Leather,Cash,New Cairo,Cairo,Less than a day,3750000
Skoda,Octavia,2025.0,Sedan,Automatic,Benzine,115500.0,Silver,5.0,Full Leather,Cash or Installment,5th Settlement,New Cairo,This week,1800000
